1,228.0,232.290909091,234.309090909,233.781818182,267.036363636,248.527272727,232.928571429,228.0,232.290909091,234.309090909,233.781818182,267.036363636,248.527272727,232.928571429
2,95.7872340426,89.2391304348,93.4468085106,95.5106382979,108.583333333,172.723404255,176.425531915,95.7872340426,89.2391304348,93.4468085106,95.5106382979,108.583333333,172.723404255,176.425531915
3,67.65,67.7894736842,70.9473684211,68.4210526316,84.0,94.85,84.35,67.65,67.7894736842,70.9473684211,68.4210526316,84.0,94.85,84.35
4,102.0,90.5333333333,115.4,108.4,116.133333333,186.466666667,188.133333333,102.0,90.5333333333,115.4,108.4,116.133333333,186.466666667,188.133333333
5,173.71875,165.933333333,163.296296296,159.535714286,138.033333333,148.481481481,139.0,173.71875,165.933333333,163.296296296,159.535714286,138.033333333,148.481481481,139.0
6,59.9487179487,62.7631578947,61.1794871795,59.0512820513,66.675,64.6842105263,60.4871794872,59.9487179487,62.7631578947,61.1794871795,59.0512820513,66.675,64.6842105263,60.4871794872
7,126.260869565,132.647058824,135.117647059,132.857142857,152.885714286,163.205882353,170.257142857,126.260869565,132.647058824,135.117647059,132.857142857,152.885714286,163.205882353,170.257142857
8,70.3571428571,73.6923076923,87.7692307692,80.9230769231,83.4615384615,88.8461538462,87.2307692308,70.3571428571,73.6923076923,87.7692307692,80.9230769231,83.4615384615,88.8461538462,87.2307692308
9,179.132075472,171.711538462,173.038461538,170.673076923,175.773584906,200.384615385,207.283018868,179.132075472,171.711538462,173.038461538,170.673076923,175.773584906,200.384615385,207.283018868
10,42.3333333333,42.7647058824,55.2941176471,42.0588235294,41.7777777778,44.0555555556,49.6666666667,42.3333333333,42.7647058824,55.2941176471,42.0588235294,41.7777777778,44.0555555556,49.6666666667
11,59.0333333333,57.45,61.8305084746,63.1206896552,67.0508474576,44.2033898305,40.2931034483,59.0333333333,57.45,61.8305084746,63.1206896552,67.0508474576,44.2033898305,40.2931034483
12,56.9473684211,52.0526315789,57.6052631579,75.7027027027,70.6486486486,87.972972973,80.6486486486,56.9473684211,52.0526315789,57.6052631579,75.7027027027,70.6486486486,87.972972973,80.6486486486
13,167.517241379,168.285714286,163.75862069,161.166666667,172.733333333,159.933333333,149.068965517,167.517241379,168.285714286,163.75862069,161.166666667,172.733333333,159.933333333,149.068965517
14,72.3125,69.9841269841,71.5079365079,63.5079365079,74.3015873016,68.4838709677,61.4603174603,72.3125,69.9841269841,71.5079365079,63.5079365079,74.3015873016,68.4838709677,61.4603174603
15,106.1875,106.266666667,99.1875,107.3125,108.6875,134.5,137.75,106.1875,106.266666667,99.1875,107.3125,108.6875,134.5,137.75
16,60.7285714286,56.4927536232,62.5588235294,61.2142857143,82.6142857143,72.7826086957,73.4714285714,60.7285714286,56.4927536232,62.5588235294,61.2142857143,82.6142857143,72.7826086957,73.4714285714
17,65.7536231884,72.6911764706,75.1194029851,74.2058823529,82.2352941176,87.671641791,84.3235294118,65.7536231884,72.6911764706,75.1194029851,74.2058823529,82.2352941176,87.671641791,84.3235294118
